保养ID,车型,行驶里程(km),保养项目,保养时间,上次保养里程(km)
S5135,宝马5系,139165,大保养(机油+三滤+正时皮带),2024-01-20 16:40,129165
S5136,奥迪Q5L,72624,机油+机滤+火花塞更换,2025-05-10 17:09,67624
S5137,福特锐界,32610,刹车油+刹车片+轮胎更换,2025-06-08 14:03,22610
S5138,吉利博越,67355,机油+机滤+燃油滤芯更换,2024-05-07 10:26,62355
S5139,长城魏派VV7,141633,变速箱油+空调滤芯更换,2025-02-28 16:09,131633
S5140,奔驰E级,98155,大保养(机油+三滤+刹车油),2025-04-21 16:39,88155
S5141,丰田卡罗拉,86436,机油+机滤更换,2025-12-27 14:41,81436
S5142,大众朗逸,47759,空调滤芯+空气滤芯更换,2024-08-27 10:09,37759
S5143,本田思域,106010,变速箱油更换,2024-04-09 10:35,96010
S5144,比亚迪汉,50000,全车检查+轮胎换位,2025-03-20 08:56,40000
S5145,宝马3系,80624,大保养(机油+三滤+刹车油),2024-08-13 08:39,70624
S5146,福特蒙迪欧,82417,刹车油+刹车片更换,2025-06-30 13:02,72417
S5147,吉利星越L,23395,机油+机滤+空调滤芯更换,2024-11-17 11:34,18395
S5148,奥迪A4L,27087,变速箱油+火花塞更换,2025-03-17 14:07,17087
S5149,长城哈弗H6,53130,空气滤芯+燃油滤芯更换,2025-02-16 12:44,48130
S5150,奔驰C级,62767,大保养(机油+三滤+变速箱油),2024-08-14 09:18,52767
S5151,丰田凯美瑞,133805,刹车油+冷却液更换,2024-01-05 17:59,123805
S5152,大众帕萨特,134017,机油+机滤+空气滤芯更换,2024-10-01 09:36,129017
S5153,本田CR-V,108310,变速箱油+刹车油更换,2025-09-12 10:56,98310
S5154,比亚迪宋PLUS,92821,全车检查+空调滤芯更换,2024-04-23 14:46,87821
S5155,宝马5系,67509,大保养(机油+三滤+正时皮带),2025-07-26 15:26,57509
S5156,奥迪Q5L,118623,机油+机滤+火花塞更换,2025-10-17 13:59,113623
S5157,福特锐界,23940,刹车油+刹车片+轮胎更换,2025-10-11 12:47,13940
S5158,吉利博越,60638,机油+机滤+燃油滤芯更换,2024-05-19 17:59,55638
S5159,长城魏派VV7,127738,变速箱油+空调滤芯更换,2025-11-20 11:05,117738
S5160,奔驰E级,101742,大保养(机油+三滤+刹车油),2024-09-16 15:59,91742
S5161,丰田卡罗拉,34432,机油+机滤更换,2025-06-28 15:40,29432
S5162,大众朗逸,103184,空调滤芯+空气滤芯更换,2025-01-26 10:16,93184
S5163,本田思域,31101,变速箱油更换,2025-01-07 14:41,21101
S5164,比亚迪汉,147957,全车检查+轮胎换位,2024-09-17 14:52,137957
S5165,宝马3系,84329,大保养(机油+三滤+刹车油),2024-04-04 15:10,74329
S5166,福特蒙迪欧,116620,刹车油+刹车片更换,2024-01-13 12:34,106620
S5167,吉利星越L,87463,机油+机滤+空调滤芯更换,2024-03-25 09:06,82463
S5168,奥迪A4L,117078,变速箱油+火花塞更换,2025-07-21 17:55,107078
S5169,长城哈弗H6,44957,空气滤芯+燃油滤芯更换,2025-10-19 10:47,39957
S5170,奔驰C级,89662,大保养(机油+三滤+变速箱油),2025-11-22 15:02,79662
S5171,丰田凯美瑞,113153,刹车油+冷却液更换,2024-09-20 13:09,103153
S5172,大众帕萨特,123122,机油+机滤+空气滤芯更换,2025-06-23 14:05,118122
S5173,本田CR-V,94217,变速箱油+刹车油更换,2024-01-05 16:20,84217
S5174,比亚迪宋PLUS,22353,全车检查+空调滤芯更换,2025-01-21 09:02,17353
S5175,宝马5系,140753,大保养(机油+三滤+正时皮带),2024-05-08 10:57,130753
S5176,奥迪Q5L,115075,机油+机滤+火花塞更换,2025-02-26 09:13,110075
S5177,福特锐界,134316,刹车油+刹车片+轮胎更换,2025-08-12 12:32,124316
S5178,吉利博越,87925,机油+机滤+燃油滤芯更换,2024-09-02 11:35,82925
S5179,长城魏派VV7,69707,变速箱油+空调滤芯更换,2025-11-29 10:57,59707
S5180,奔驰E级,133208,大保养(机油+三滤+刹车油),2025-06-09 08:28,123208
S5181,丰田卡罗拉,41978,机油+机滤更换,2024-07-28 16:52,36978
S5182,大众朗逸,35207,空调滤芯+空气滤芯更换,2024-06-23 10:50,25207
S5183,本田思域,84674,变速箱油更换,2024-11-27 16:24,74674
S5184,比亚迪汉,142864,全车检查+轮胎换位,2024-11-28 14:48,132864
S5185,宝马3系,59889,大保养(机油+三滤+刹车油),2024-08-29 14:10,49889
S5186,福特蒙迪欧,149964,刹车油+刹车片更换,2025-03-28 11:13,139964
S5187,吉利星越L,102582,机油+机滤+空调滤芯更换,2025-02-27 11:03,97582
S5188,奥迪A4L,85398,变速箱油+火花塞更换,2025-11-17 15:19,75398
S5189,长城哈弗H6,139022,空气滤芯+燃油滤芯更换,2025-12-14 16:20,134022
S5190,奔驰C级,140395,大保养(机油+三滤+变速箱油),2024-05-09 10:30,130395
S5191,丰田凯美瑞,86900,刹车油+冷却液更换,2025-05-28 13:40,76900
S5192,大众帕萨特,42742,机油+机滤+空气滤芯更换,2024-11-29 12:50,37742
S5193,本田CR-V,43701,变速箱油+刹车油更换,2025-12-11 13:33,33701
S5194,比亚迪宋PLUS,54747,全车检查+空调滤芯更换,2024-06-14 14:12,49747
S5195,宝马5系,43593,大保养(机油+三滤+正时皮带),2025-02-07 08:43,33593
S5196,奥迪Q5L,71293,机油+机滤+火花塞更换,2024-02-17 12:38,66293
S5197,福特锐界,114954,刹车油+刹车片+轮胎更换,2025-05-18 14:11,104954
S5198,吉利博越,43832,机油+机滤+燃油滤芯更换,2024-07-05 08:35,38832
S5199,长城魏派VV7,37464,变速箱油+空调滤芯更换,2024-01-03 11:49,27464
S5200,奔驰E级,147919,大保养(机油+三滤+刹车油),2025-08-18 13:44,137919
S5201,丰田卡罗拉,48027,机油+机滤更换,2025-10-13 12:27,43027
S5202,大众朗逸,147955,空调滤芯+空气滤芯更换,2025-07-12 09:06,137955
S5203,本田思域,139819,变速箱油更换,2024-04-17 15:00,129819
S5204,比亚迪汉,29467,全车检查+轮胎换位,2025-04-21 08:07,19467
S5205,宝马3系,124846,大保养(机油+三滤+刹车油),2025-05-04 08:00,114846
S5206,福特蒙迪欧,80851,刹车油+刹车片更换,2025-01-24 11:30,70851
S5207,吉利星越L,64651,机油+机滤+空调滤芯更换,2024-07-16 14:26,59651
S5208,奥迪A4L,36964,变速箱油+火花塞更换,2025-12-24 16:42,26964
S5209,长城哈弗H6,83945,空气滤芯+燃油滤芯更换,2025-11-01 08:44,78945
S5210,奔驰C级,94277,大保养(机油+三滤+变速箱油),2025-01-18 13:43,84277
S5211,丰田凯美瑞,53463,刹车油+冷却液更换,2025-05-22 16:43,43463
S5212,大众帕萨特,31815,机油+机滤+空气滤芯更换,2025-08-12 08:28,26815
S5213,本田CR-V,69120,变速箱油+刹车油更换,2025-02-17 15:03,59120
S5214,比亚迪宋PLUS,46698,全车检查+空调滤芯更换,2024-06-14 10:55,41698
S5215,宝马5系,102151,大保养(机油+三滤+正时皮带),2024-09-23 13:59,92151
S5216,奥迪Q5L,141969,机油+机滤+火花塞更换,2025-06-27 15:26,136969
S5217,福特锐界,92136,刹车油+刹车片+轮胎更换,2024-06-13 17:44,82136
S5218,吉利博越,43507,机油+机滤+燃油滤芯更换,2025-09-23 08:39,38507
S5219,长城魏派VV7,33190,变速箱油+空调滤芯更换,2025-07-20 16:26,23190
S5220,奔驰E级,74428,大保养(机油+三滤+刹车油),2025-08-28 11:10,64428
S5221,丰田卡罗拉,51551,机油+机滤更换,2024-08-04 15:08,46551
S5222,大众朗逸,47169,空调滤芯+空气滤芯更换,2025-01-03 17:24,37169
S5223,本田思域,107773,变速箱油更换,2025-03-12 13:02,97773
S5224,比亚迪汉,46037,全车检查+轮胎换位,2025-07-29 15:53,36037
S5225,宝马3系,132560,大保养(机油+三滤+刹车油),2024-03-08 13:39,122560
S5226,福特蒙迪欧,121106,刹车油+刹车片更换,2024-06-23 17:55,111106
S5227,吉利星越L,146876,机油+机滤+空调滤芯更换,2024-11-04 13:23,141876
S5228,奥迪A4L,109771,变速箱油+火花塞更换,2025-07-29 11:43,99771
S5229,长城哈弗H6,80296,空气滤芯+燃油滤芯更换,2024-07-18 10:08,75296
S5230,奔驰C级,46089,大保养(机油+三滤+变速箱油),2025-01-16 12:50,36089
S5231,丰田凯美瑞,40733,刹车油+冷却液更换,2024-09-08 15:04,30733
S5232,大众帕萨特,66637,机油+机滤+空气滤芯更换,2024-10-06 08:24,61637
S5233,本田CR-V,27625,变速箱油+刹车油更换,2025-08-07 10:21,17625
S5234,比亚迪宋PLUS,72232,全车检查+空调滤芯更换,2024-10-23 11:47,67232
S5235,宝马5系,132646,大保养(机油+三滤+正时皮带),2024-06-14 12:50,122646
S5236,奥迪Q5L,77800,机油+机滤+火花塞更换,2025-11-27 13:36,72800
S5237,福特锐界,84947,刹车油+刹车片+轮胎更换,2025-02-21 15:07,74947
S5238,吉利博越,136925,机油+机滤+燃油滤芯更换,2025-02-01 12:01,131925
S5239,长城魏派VV7,146273,变速箱油+空调滤芯更换,2024-10-17 10:46,136273
S5240,奔驰E级,119269,大保养(机油+三滤+刹车油),2024-10-09 13:12,109269
S5241,丰田卡罗拉,89888,机油+机滤更换,2024-02-20 17:24,84888
S5242,大众朗逸,144897,空调滤芯+空气滤芯更换,2025-11-13 14:15,134897
S5243,本田思域,67661,变速箱油更换,2024-03-14 10:18,57661
S5244,比亚迪汉,104582,全车检查+轮胎换位,2025-12-08 12:24,94582
S5245,宝马3系,52032,大保养(机油+三滤+刹车油),2025-02-28 10:49,42032
S5246,福特蒙迪欧,35865,刹车油+刹车片更换,2025-08-14 11:31,25865
S5247,吉利星越L,25315,机油+机滤+空调滤芯更换,2024-03-04 08:47,20315
S5248,奥迪A4L,144234,变速箱油+火花塞更换,2025-07-07 08:08,134234
S5249,长城哈弗H6,65185,空气滤芯+燃油滤芯更换,2024-08-29 09:38,60185
S5250,奔驰C级,21457,大保养(机油+三滤+变速箱油),2024-05-21 16:49,11457
S5251,丰田凯美瑞,63469,刹车油+冷却液更换,2024-05-20 09:35,53469
S5252,大众帕萨特,120284,机油+机滤+空气滤芯更换,2024-03-16 13:19,115284
S5253,本田CR-V,124768,变速箱油+刹车油更换,2024-11-10 16:13,114768
S5254,比亚迪宋PLUS,35819,全车检查+空调滤芯更换,2024-04-09 17:23,30819
S5255,宝马5系,66021,大保养(机油+三滤+正时皮带),2025-06-09 16:52,56021
S5256,奥迪Q5L,60263,机油+机滤+火花塞更换,2025-09-20 08:02,55263
S5257,福特锐界,125862,刹车油+刹车片+轮胎更换,2024-02-10 11:29,115862
S5258,吉利博越,118585,机油+机滤+燃油滤芯更换,2025-03-15 09:29,113585
S5259,长城魏派VV7,131223,变速箱油+空调滤芯更换,2025-12-25 13:10,121223
S5260,奔驰E级,110329,大保养(机油+三滤+刹车油),2025-10-18 17:23,100329
S5261,丰田卡罗拉,116666,机油+机滤更换,2024-08-22 16:03,111666
S5262,大众朗逸,36774,空调滤芯+空气滤芯更换,2025-05-01 08:33,26774
S5263,本田思域,23158,变速箱油更换,2024-04-04 10:00,13158
S5264,比亚迪汉,105480,全车检查+轮胎换位,2024-12-24 12:30,95480
S5265,宝马3系,60571,大保养(机油+三滤+刹车油),2024-10-22 08:47,50571
S5266,福特蒙迪欧,138593,刹车油+刹车片更换,2024-09-30 12:32,128593
S5267,吉利星越L,47389,机油+机滤+空调滤芯更换,2025-11-26 11:55,42389
S5268,奥迪A4L,146897,变速箱油+火花塞更换,2025-09-04 14:08,136897
S5269,长城哈弗H6,63969,空气滤芯+燃油滤芯更换,2025-12-11 17:00,58969
S5270,奔驰C级,143955,大保养(机油+三滤+变速箱油),2024-10-21 16:48,133955
S5271,丰田凯美瑞,56058,刹车油+冷却液更换,2025-11-17 09:16,46058
S5272,大众帕萨特,82982,机油+机滤+空气滤芯更换,2025-11-30 17:58,77982
S5273,本田CR-V,95377,变速箱油+刹车油更换,2025-05-19 12:05,85377
S5274,比亚迪宋PLUS,124701,全车检查+空调滤芯更换,2024-04-22 14:13,119701
S5275,宝马5系,42251,大保养(机油+三滤+正时皮带),2024-10-23 12:44,32251
S5276,奥迪Q5L,136021,机油+机滤+火花塞更换,2025-09-08 15:41,131021
S5277,福特锐界,20642,刹车油+刹车片+轮胎更换,2025-05-07 12:58,10642
S5278,吉利博越,79230,机油+机滤+燃油滤芯更换,2025-05-08 09:14,74230
S5279,长城魏派VV7,119501,变速箱油+空调滤芯更换,2025-04-29 12:11,109501
S5280,奔驰E级,96518,大保养(机油+三滤+刹车油),2024-03-02 16:28,86518
S5281,丰田卡罗拉,102192,机油+机滤更换,2024-08-06 12:09,97192
S5282,大众朗逸,50579,空调滤芯+空气滤芯更换,2025-08-06 08:07,40579
S5283,本田思域,46539,变速箱油更换,2024-04-12 17:03,36539
S5284,比亚迪汉,36769,全车检查+轮胎换位,2024-07-04 08:43,26769
S5285,宝马3系,38371,大保养(机油+三滤+刹车油),2024-05-13 11:49,28371
S5286,福特蒙迪欧,77789,刹车油+刹车片更换,2025-07-17 08:42,67789
S5287,吉利星越L,145733,机油+机滤+空调滤芯更换,2025-04-25 13:18,140733
S5288,奥迪A4L,133939,变速箱油+火花塞更换,2025-11-26 10:29,123939
S5289,长城哈弗H6,68374,空气滤芯+燃油滤芯更换,2025-05-20 10:14,63374
S5290,奔驰C级,112166,大保养(机油+三滤+变速箱油),2025-06-03 15:36,102166
S5291,丰田凯美瑞,104056,刹车油+冷却液更换,2024-03-05 14:54,94056
S5292,大众帕萨特,139507,机油+机滤+空气滤芯更换,2025-10-06 09:20,134507
S5293,本田CR-V,23639,变速箱油+刹车油更换,2024-10-26 09:51,13639
S5294,比亚迪宋PLUS,101656,全车检查+空调滤芯更换,2024-04-27 17:31,96656
S5295,宝马5系,141386,大保养(机油+三滤+正时皮带),2025-09-03 17:22,131386
S5296,奥迪Q5L,37812,机油+机滤+火花塞更换,2025-04-02 10:33,32812
S5297,福特锐界,64579,刹车油+刹车片+轮胎更换,2024-08-07 15:44,54579
S5298,吉利博越,24791,机油+机滤+燃油滤芯更换,2024-11-25 16:24,19791
S5299,长城魏派VV7,37238,变速箱油+空调滤芯更换,2024-10-05 14:17,27238
S5300,奔驰E级,25412,大保养(机油+三滤+刹车油),2025-04-02 10:45,15412
S5301,丰田卡罗拉,74916,机油+机滤更换,2024-10-07 13:54,69916
S5302,大众朗逸,98628,空调滤芯+空气滤芯更换,2025-03-15 08:40,88628
S5303,本田思域,81875,变速箱油更换,2024-04-16 09:52,71875
S5304,比亚迪汉,115792,全车检查+轮胎换位,2024-06-11 09:48,105792
S5305,宝马3系,88820,大保养(机油+三滤+刹车油),2024-12-13 17:11,78820
S5306,福特蒙迪欧,29432,刹车油+刹车片更换,2025-02-26 17:59,19432
S5307,吉利星越L,127778,机油+机滤+空调滤芯更换,2024-02-09 11:03,122778
S5308,奥迪A4L,101713,变速箱油+火花塞更换,2024-11-02 10:15,91713
S5309,长城哈弗H6,61345,空气滤芯+燃油滤芯更换,2025-06-19 10:51,56345
S5310,奔驰C级,147204,大保养(机油+三滤+变速箱油),2024-05-16 10:09,137204
S5311,丰田凯美瑞,135562,刹车油+冷却液更换,2025-03-22 13:30,125562
S5312,大众帕萨特,52859,机油+机滤+空气滤芯更换,2025-10-05 17:31,47859
S5313,本田CR-V,79792,变速箱油+刹车油更换,2024-04-27 10:10,69792
S5314,比亚迪宋PLUS,95023,全车检查+空调滤芯更换,2025-01-14 09:17,90023
S5315,宝马5系,46916,大保养(机油+三滤+正时皮带),2024-07-13 12:10,36916
S5316,奥迪Q5L,124752,机油+机滤+火花塞更换,2024-10-14 15:11,119752
S5317,福特锐界,112825,刹车油+刹车片+轮胎更换,2024-05-26 08:44,102825
S5318,吉利博越,144776,机油+机滤+燃油滤芯更换,2024-07-18 14:31,139776
S5319,长城魏派VV7,103335,变速箱油+空调滤芯更换,2025-02-12 08:47,93335
S5320,奔驰E级,33328,大保养(机油+三滤+刹车油),2025-09-30 15:05,23328
S5321,丰田卡罗拉,69350,机油+机滤更换,2025-02-04 10:56,64350
S5322,大众朗逸,99911,空调滤芯+空气滤芯更换,2025-01-10 17:26,89911
S5323,本田思域,77164,变速箱油更换,2024-04-12 10:35,67164
S5324,比亚迪汉,143538,全车检查+轮胎换位,2024-02-18 15:34,133538
S5325,宝马3系,72828,大保养(机油+三滤+刹车油),2025-07-16 10:11,62828
S5326,福特蒙迪欧,71046,刹车油+刹车片更换,2025-05-23 10:04,61046
S5327,吉利星越L,41088,机油+机滤+空调滤芯更换,2024-07-18 16:21,36088
S5328,奥迪A4L,131032,变速箱油+火花塞更换,2024-12-13 12:03,121032
S5329,长城哈弗H6,94089,空气滤芯+燃油滤芯更换,2024-05-29 11:37,89089
S5330,奔驰C级,124906,大保养(机油+三滤+变速箱油),2025-06-13 14:46,114906
S5331,丰田凯美瑞,48294,刹车油+冷却液更换,2025-04-22 14:34,38294
S5332,大众帕萨特,147167,机油+机滤+空气滤芯更换,2024-04-10 14:27,142167
S5333,本田CR-V,69150,变速箱油+刹车油更换,2024-07-10 11:56,59150
S5334,比亚迪宋PLUS,69159,全车检查+空调滤芯更换,2024-03-20 15:18,64159
S5335,宝马5系,25367,大保养(机油+三滤+正时皮带),2025-11-08 17:10,15367
S5336,奥迪Q5L,22249,机油+机滤+火花塞更换,2024-01-28 13:58,17249
S5337,福特锐界,83477,刹车油+刹车片+轮胎更换,2025-05-12 17:41,73477
S5338,吉利博越,30103,机油+机滤+燃油滤芯更换,2024-06-15 08:21,25103
S5339,长城魏派VV7,76401,变速箱油+空调滤芯更换,2025-10-30 16:56,66401
S5340,奔驰E级,137753,大保养(机油+三滤+刹车油),2024-07-07 08:52,127753
S5341,丰田卡罗拉,99737,机油+机滤更换,2024-01-02 16:29,94737
S5342,大众朗逸,138141,空调滤芯+空气滤芯更换,2025-06-16 08:24,128141
S5343,本田思域,148916,变速箱油更换,2025-08-30 14:05,138916
S5344,比亚迪汉,32405,全车检查+轮胎换位,2024-08-13 12:46,22405
S5345,宝马3系,124214,大保养(机油+三滤+刹车油),2025-01-13 13:01,114214
S5346,福特蒙迪欧,58419,刹车油+刹车片更换,2025-03-08 10:04,48419
S5347,吉利星越L,40758,机油+机滤+空调滤芯更换,2024-10-27 11:43,35758
S5348,奥迪A4L,59993,变速箱油+火花塞更换,2024-04-30 12:09,49993
S5349,长城哈弗H6,147883,空气滤芯+燃油滤芯更换,2025-06-27 16:28,142883
S5350,奔驰C级,148361,大保养(机油+三滤+变速箱油),2024-08-12 08:55,138361
S5351,丰田凯美瑞,103758,刹车油+冷却液更换,2024-08-22 15:23,93758
S5352,大众帕萨特,66094,机油+机滤+空气滤芯更换,2025-11-21 11:35,61094
S5353,本田CR-V,123616,变速箱油+刹车油更换,2025-09-26 10:55,113616
S5354,比亚迪宋PLUS,67480,全车检查+空调滤芯更换,2025-08-28 16:15,62480
S5355,宝马5系,54620,大保养(机油+三滤+正时皮带),2025-08-04 16:05,44620
S5356,奥迪Q5L,99709,机油+机滤+火花塞更换,2025-09-20 12:09,94709
S5357,福特锐界,29127,刹车油+刹车片+轮胎更换,2025-06-12 16:34,19127
S5358,吉利博越,137833,机油+机滤+燃油滤芯更换,2025-09-21 09:18,132833
S5359,长城魏派VV7,30715,变速箱油+空调滤芯更换,2024-12-21 08:17,20715
S5360,奔驰E级,137285,大保养(机油+三滤+刹车油),2024-05-29 11:43,127285
S5361,丰田卡罗拉,126470,机油+机滤更换,2024-12-02 11:17,121470
S5362,大众朗逸,149169,空调滤芯+空气滤芯更换,2024-12-27 09:30,139169
S5363,本田思域,66651,变速箱油更换,2025-08-28 09:38,56651
S5364,比亚迪汉,51206,全车检查+轮胎换位,2024-02-19 15:03,41206
S5365,宝马3系,55521,大保养(机油+三滤+刹车油),2024-03-04 10:05,45521
S5366,福特蒙迪欧,125482,刹车油+刹车片更换,2025-04-30 09:24,115482
S5367,吉利星越L,90246,机油+机滤+空调滤芯更换,2024-08-29 13:28,85246
S5368,奥迪A4L,116411,变速箱油+火花塞更换,2025-11-14 08:40,106411
S5369,长城哈弗H6,147283,空气滤芯+燃油滤芯更换,2024-11-05 11:39,142283
S5370,奔驰C级,115815,大保养(机油+三滤+变速箱油),2024-06-20 16:57,105815
