故障ID,故障代码,故障现象,车型,行驶里程(km),故障发生时间
F5159,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,72370,2025-11-26 10:12
F5160,P0113,进气温度传感器电压高,奔驰E级,110255,2025-02-19 12:22
F5161,P0301,1缸失火，发动机抖动,丰田卡罗拉,67119,2025-12-14 17:50
F5162,C0045,右前轮速传感器故障,大众朗逸,27871,2024-01-20 17:01
F5163,P0171,燃油系统过稀,本田思域,110585,2024-01-12 08:24
F5164,B1234,空调压缩机不工作,比亚迪汉,98245,2025-07-07 08:54
F5165,P0420,催化转化器效率低,宝马3系,141558,2024-01-19 11:10
F5166,P0299,涡轮增压器压力不足,福特蒙迪欧,136881,2024-10-01 11:55
F5167,C0121,刹车压力传感器信号异常,吉利星越L,91997,2025-12-19 12:36
F5168,B0081,主驾驶安全带传感器故障,奥迪A4L,64471,2025-09-06 08:04
F5169,P0521,机油压力传感器电路范围故障,长城哈弗H6,42512,2024-01-28 08:09
F5170,C0561,ABS系统控制模块故障,奔驰C级,40423,2025-03-03 10:02
F5171,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,61205,2025-03-03 15:26
F5172,B0100,空气囊控制模块故障,大众帕萨特,87415,2025-11-12 17:22
F5173,P0122,节气门位置传感器电压低,本田CR-V,122215,2025-01-27 09:10
F5174,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,112017,2024-05-23 14:17
F5175,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,97724,2024-05-14 13:00
F5176,B0200,右前安全气囊传感器故障,奥迪Q5L,31050,2025-11-21 16:31
F5177,P0606,ECM内部控制模块处理器故障,福特锐界,39360,2024-06-24 08:33
F5178,C0051,右后轮速传感器电路故障,吉利博越,90071,2024-03-04 16:13
F5179,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,146117,2024-05-05 08:43
F5180,P0113,进气温度传感器电压高,奔驰E级,149269,2024-12-08 14:01
F5181,P0301,1缸失火，发动机抖动,丰田卡罗拉,135446,2025-04-19 12:41
F5182,C0045,右前轮速传感器故障,大众朗逸,109600,2025-10-26 09:23
F5183,P0171,燃油系统过稀,本田思域,120449,2024-10-07 13:46
F5184,B1234,空调压缩机不工作,比亚迪汉,83117,2024-10-24 13:48
F5185,P0420,催化转化器效率低,宝马3系,68809,2024-04-19 17:59
F5186,P0299,涡轮增压器压力不足,福特蒙迪欧,85665,2024-06-10 08:31
F5187,C0121,刹车压力传感器信号异常,吉利星越L,116373,2024-12-23 13:14
F5188,B0081,主驾驶安全带传感器故障,奥迪A4L,99164,2025-01-27 09:49
F5189,P0521,机油压力传感器电路范围故障,长城哈弗H6,137823,2025-07-02 12:43
F5190,C0561,ABS系统控制模块故障,奔驰C级,76226,2025-12-04 08:29
F5191,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,48534,2025-01-17 14:22
F5192,B0100,空气囊控制模块故障,大众帕萨特,48687,2025-12-28 11:18
F5193,P0122,节气门位置传感器电压低,本田CR-V,124290,2025-09-20 10:11
F5194,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,96488,2024-12-19 17:03
F5195,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,115616,2025-07-11 09:11
F5196,B0200,右前安全气囊传感器故障,奥迪Q5L,137733,2025-05-20 13:35
F5197,P0606,ECM内部控制模块处理器故障,福特锐界,25566,2024-08-04 10:13
F5198,C0051,右后轮速传感器电路故障,吉利博越,34093,2025-08-11 13:40
F5199,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,113329,2025-08-16 11:51
F5200,P0113,进气温度传感器电压高,奔驰E级,124804,2025-05-02 16:20
F5201,P0301,1缸失火，发动机抖动,丰田卡罗拉,98038,2024-08-17 12:56
F5202,C0045,右前轮速传感器故障,大众朗逸,49883,2025-01-31 12:13
F5203,P0171,燃油系统过稀,本田思域,127501,2025-01-10 12:25
F5204,B1234,空调压缩机不工作,比亚迪汉,55831,2025-02-08 10:07
F5205,P0420,催化转化器效率低,宝马3系,83943,2024-03-01 11:45
F5206,P0299,涡轮增压器压力不足,福特蒙迪欧,110653,2024-08-22 10:33
F5207,C0121,刹车压力传感器信号异常,吉利星越L,32642,2025-10-25 13:32
F5208,B0081,主驾驶安全带传感器故障,奥迪A4L,27816,2024-09-02 14:07
F5209,P0521,机油压力传感器电路范围故障,长城哈弗H6,44122,2025-01-02 08:51
F5210,C0561,ABS系统控制模块故障,奔驰C级,36599,2024-12-19 15:17
F5211,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,52328,2024-09-09 12:39
F5212,B0100,空气囊控制模块故障,大众帕萨特,146783,2024-06-01 14:47
F5213,P0122,节气门位置传感器电压低,本田CR-V,131624,2024-05-30 12:04
F5214,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,121748,2025-08-12 15:10
F5215,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,26181,2025-04-01 14:34
F5216,B0200,右前安全气囊传感器故障,奥迪Q5L,131765,2025-10-27 17:26
F5217,P0606,ECM内部控制模块处理器故障,福特锐界,94085,2025-01-25 13:05
F5218,C0051,右后轮速传感器电路故障,吉利博越,48494,2024-04-19 11:30
F5219,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,138265,2025-07-02 10:52
F5220,P0113,进气温度传感器电压高,奔驰E级,39900,2025-03-03 10:34
F5221,P0301,1缸失火，发动机抖动,丰田卡罗拉,66632,2024-09-16 14:45
F5222,C0045,右前轮速传感器故障,大众朗逸,90523,2025-01-13 11:21
F5223,P0171,燃油系统过稀,本田思域,128529,2024-07-03 17:39
F5224,B1234,空调压缩机不工作,比亚迪汉,114312,2024-07-15 11:34
F5225,P0420,催化转化器效率低,宝马3系,30080,2025-11-03 17:50
F5226,P0299,涡轮增压器压力不足,福特蒙迪欧,59716,2025-05-11 14:40
F5227,C0121,刹车压力传感器信号异常,吉利星越L,85237,2025-04-10 12:19
F5228,B0081,主驾驶安全带传感器故障,奥迪A4L,94647,2025-12-18 12:20
F5229,P0521,机油压力传感器电路范围故障,长城哈弗H6,26578,2024-03-11 11:07
F5230,C0561,ABS系统控制模块故障,奔驰C级,49474,2024-09-03 14:58
F5231,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,116354,2025-10-20 14:31
F5232,B0100,空气囊控制模块故障,大众帕萨特,106214,2025-07-31 15:18
F5233,P0122,节气门位置传感器电压低,本田CR-V,58303,2024-11-30 08:44
F5234,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,32183,2024-02-24 11:56
F5235,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,66065,2024-08-02 08:33
F5236,B0200,右前安全气囊传感器故障,奥迪Q5L,66559,2024-03-22 16:04
F5237,P0606,ECM内部控制模块处理器故障,福特锐界,50104,2024-03-07 14:24
F5238,C0051,右后轮速传感器电路故障,吉利博越,100404,2024-03-04 12:47
F5239,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,112896,2024-05-25 13:46
F5240,P0113,进气温度传感器电压高,奔驰E级,85636,2024-12-06 17:44
F5241,P0301,1缸失火，发动机抖动,丰田卡罗拉,95981,2025-04-14 16:38
F5242,C0045,右前轮速传感器故障,大众朗逸,144408,2025-04-01 13:33
F5243,P0171,燃油系统过稀,本田思域,31168,2024-10-28 13:06
F5244,B1234,空调压缩机不工作,比亚迪汉,87118,2024-04-17 09:53
F5245,P0420,催化转化器效率低,宝马3系,34574,2024-10-05 08:15
F5246,P0299,涡轮增压器压力不足,福特蒙迪欧,38911,2025-02-01 11:53
F5247,C0121,刹车压力传感器信号异常,吉利星越L,94019,2025-10-23 16:17
F5248,B0081,主驾驶安全带传感器故障,奥迪A4L,23098,2025-03-25 12:02
F5249,P0521,机油压力传感器电路范围故障,长城哈弗H6,21460,2024-12-14 08:02
F5250,C0561,ABS系统控制模块故障,奔驰C级,89779,2024-01-15 10:03
F5251,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,46106,2024-07-17 14:22
F5252,B0100,空气囊控制模块故障,大众帕萨特,120879,2025-03-30 15:37
F5253,P0122,节气门位置传感器电压低,本田CR-V,109708,2025-01-18 12:01
F5254,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,118232,2025-11-25 16:47
F5255,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,28173,2025-05-27 15:04
F5256,B0200,右前安全气囊传感器故障,奥迪Q5L,95927,2025-06-20 14:37
F5257,P0606,ECM内部控制模块处理器故障,福特锐界,59605,2024-07-05 12:50
F5258,C0051,右后轮速传感器电路故障,吉利博越,32352,2024-11-08 12:51
F5259,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,31666,2024-11-28 10:55
F5260,P0113,进气温度传感器电压高,奔驰E级,65459,2025-10-15 13:27
F5261,P0301,1缸失火，发动机抖动,丰田卡罗拉,115324,2025-03-19 09:03
F5262,C0045,右前轮速传感器故障,大众朗逸,122464,2024-01-28 09:54
F5263,P0171,燃油系统过稀,本田思域,68734,2025-05-17 15:56
F5264,B1234,空调压缩机不工作,比亚迪汉,116577,2025-01-25 15:28
F5265,P0420,催化转化器效率低,宝马3系,30073,2024-10-09 16:08
F5266,P0299,涡轮增压器压力不足,福特蒙迪欧,99480,2025-03-06 08:00
F5267,C0121,刹车压力传感器信号异常,吉利星越L,31420,2025-09-19 15:15
F5268,B0081,主驾驶安全带传感器故障,奥迪A4L,24965,2024-01-10 11:31
F5269,P0521,机油压力传感器电路范围故障,长城哈弗H6,91070,2025-02-26 15:16
F5270,C0561,ABS系统控制模块故障,奔驰C级,22017,2024-08-01 15:40
F5271,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,93640,2024-11-08 16:00
F5272,B0100,空气囊控制模块故障,大众帕萨特,107019,2024-01-29 16:48
F5273,P0122,节气门位置传感器电压低,本田CR-V,48846,2025-06-03 10:22
F5274,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,87247,2024-09-09 11:11
F5275,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,66367,2025-12-22 10:26
F5276,B0200,右前安全气囊传感器故障,奥迪Q5L,74880,2025-10-26 15:03
F5277,P0606,ECM内部控制模块处理器故障,福特锐界,32975,2025-07-19 13:43
F5278,C0051,右后轮速传感器电路故障,吉利博越,114340,2024-01-03 12:58
F5279,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,75637,2024-10-14 14:43
F5280,P0113,进气温度传感器电压高,奔驰E级,27604,2025-02-15 14:13
F5281,P0301,1缸失火，发动机抖动,丰田卡罗拉,139207,2025-03-24 09:00
F5282,C0045,右前轮速传感器故障,大众朗逸,63529,2024-06-28 09:04
F5283,P0171,燃油系统过稀,本田思域,101376,2025-10-07 15:49
F5284,B1234,空调压缩机不工作,比亚迪汉,96691,2024-02-09 13:42
F5285,P0420,催化转化器效率低,宝马3系,80163,2025-08-10 13:20
F5286,P0299,涡轮增压器压力不足,福特蒙迪欧,124102,2025-07-17 13:54
F5287,C0121,刹车压力传感器信号异常,吉利星越L,42628,2025-05-22 16:17
F5288,B0081,主驾驶安全带传感器故障,奥迪A4L,38931,2024-04-22 17:28
F5289,P0521,机油压力传感器电路范围故障,长城哈弗H6,89578,2025-11-21 17:02
F5290,C0561,ABS系统控制模块故障,奔驰C级,67003,2024-09-01 12:26
F5291,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,53577,2024-04-12 17:17
F5292,B0100,空气囊控制模块故障,大众帕萨特,113937,2024-11-05 14:45
F5293,P0122,节气门位置传感器电压低,本田CR-V,31527,2024-07-12 16:30
F5294,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,139774,2025-10-18 17:56
F5295,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,129121,2025-08-25 08:28
F5296,B0200,右前安全气囊传感器故障,奥迪Q5L,29932,2025-06-12 16:38
F5297,P0606,ECM内部控制模块处理器故障,福特锐界,83874,2024-11-09 13:16
F5298,C0051,右后轮速传感器电路故障,吉利博越,73621,2025-02-16 13:31
F5299,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,56975,2025-06-03 15:21
F5300,P0113,进气温度传感器电压高,奔驰E级,22139,2024-06-28 08:46
F5301,P0301,1缸失火，发动机抖动,丰田卡罗拉,32288,2024-05-07 11:41
F5302,C0045,右前轮速传感器故障,大众朗逸,96027,2024-02-03 10:21
F5303,P0171,燃油系统过稀,本田思域,51666,2024-05-12 14:26
F5304,B1234,空调压缩机不工作,比亚迪汉,57705,2025-05-22 14:15
F5305,P0420,催化转化器效率低,宝马3系,32207,2024-07-14 17:29
F5306,P0299,涡轮增压器压力不足,福特蒙迪欧,108521,2024-05-13 16:31
F5307,C0121,刹车压力传感器信号异常,吉利星越L,80783,2025-07-13 12:49
F5308,B0081,主驾驶安全带传感器故障,奥迪A4L,52236,2025-02-05 16:05
F5309,P0521,机油压力传感器电路范围故障,长城哈弗H6,43655,2024-07-26 12:50
F5310,C0561,ABS系统控制模块故障,奔驰C级,79208,2025-05-23 15:09
F5311,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,31505,2024-09-28 16:48
F5312,B0100,空气囊控制模块故障,大众帕萨特,120837,2024-04-28 10:44
F5313,P0122,节气门位置传感器电压低,本田CR-V,85826,2024-01-21 11:35
F5314,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,71712,2025-11-23 08:50
F5315,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,103961,2024-02-24 10:35
F5316,B0200,右前安全气囊传感器故障,奥迪Q5L,119680,2025-12-28 09:07
F5317,P0606,ECM内部控制模块处理器故障,福特锐界,121689,2024-08-07 10:30
F5318,C0051,右后轮速传感器电路故障,吉利博越,62471,2025-09-30 10:14
F5319,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,147262,2024-07-25 13:08
F5320,P0113,进气温度传感器电压高,奔驰E级,101807,2024-01-07 09:16
F5321,P0301,1缸失火，发动机抖动,丰田卡罗拉,48074,2024-10-21 10:04
F5322,C0045,右前轮速传感器故障,大众朗逸,114051,2024-04-15 08:19
F5323,P0171,燃油系统过稀,本田思域,87381,2024-12-08 08:18
F5324,B1234,空调压缩机不工作,比亚迪汉,29919,2025-03-05 12:27
F5325,P0420,催化转化器效率低,宝马3系,90173,2025-08-24 13:28
F5326,P0299,涡轮增压器压力不足,福特蒙迪欧,93381,2025-06-25 17:05
F5327,C0121,刹车压力传感器信号异常,吉利星越L,101713,2025-03-25 14:47
F5328,B0081,主驾驶安全带传感器故障,奥迪A4L,71315,2025-01-13 16:57
F5329,P0521,机油压力传感器电路范围故障,长城哈弗H6,101122,2024-01-15 11:07
F5330,C0561,ABS系统控制模块故障,奔驰C级,45958,2025-09-09 13:50
F5331,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,42623,2025-12-20 12:05
F5332,B0100,空气囊控制模块故障,大众帕萨特,142300,2025-10-04 17:39
F5333,P0122,节气门位置传感器电压低,本田CR-V,106841,2024-12-06 14:50
F5334,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,110295,2025-12-03 12:10
F5335,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,114134,2025-07-16 17:08
F5336,B0200,右前安全气囊传感器故障,奥迪Q5L,90870,2025-06-06 16:18
F5337,P0606,ECM内部控制模块处理器故障,福特锐界,103945,2025-02-02 11:01
F5338,C0051,右后轮速传感器电路故障,吉利博越,111881,2025-04-05 15:38
F5339,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,92271,2024-09-23 10:29
F5340,P0113,进气温度传感器电压高,奔驰E级,120997,2025-02-12 17:49
F5341,P0301,1缸失火，发动机抖动,丰田卡罗拉,103268,2024-09-22 13:46
F5342,C0045,右前轮速传感器故障,大众朗逸,106114,2025-09-03 10:43
F5343,P0171,燃油系统过稀,本田思域,60264,2025-01-08 17:28
F5344,B1234,空调压缩机不工作,比亚迪汉,139790,2025-02-11 11:21
F5345,P0420,催化转化器效率低,宝马3系,89297,2024-04-25 10:10
F5346,P0299,涡轮增压器压力不足,福特蒙迪欧,140482,2025-06-29 10:00
F5347,C0121,刹车压力传感器信号异常,吉利星越L,138058,2024-11-13 16:51
F5348,B0081,主驾驶安全带传感器故障,奥迪A4L,97685,2025-04-01 17:08
F5349,P0521,机油压力传感器电路范围故障,长城哈弗H6,116114,2025-09-02 11:06
F5350,C0561,ABS系统控制模块故障,奔驰C级,124479,2025-04-23 15:49
F5351,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,120830,2025-09-14 13:54
F5352,B0100,空气囊控制模块故障,大众帕萨特,124010,2024-12-12 16:56
F5353,P0122,节气门位置传感器电压低,本田CR-V,69475,2025-05-28 08:49
F5354,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,147697,2024-09-12 11:51
F5355,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,55697,2024-05-01 09:43
F5356,B0200,右前安全气囊传感器故障,奥迪Q5L,23296,2024-09-10 10:02
F5357,P0606,ECM内部控制模块处理器故障,福特锐界,100218,2025-05-26 17:20
F5358,C0051,右后轮速传感器电路故障,吉利博越,135709,2025-09-02 14:23
F5359,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,121175,2025-10-13 12:30
F5360,P0113,进气温度传感器电压高,奔驰E级,147318,2024-05-25 14:06
F5361,P0301,1缸失火，发动机抖动,丰田卡罗拉,78462,2024-05-04 14:55
F5362,C0045,右前轮速传感器故障,大众朗逸,117923,2025-08-07 08:58
F5363,P0171,燃油系统过稀,本田思域,136159,2025-07-15 11:22
F5364,B1234,空调压缩机不工作,比亚迪汉,93858,2025-01-03 11:40
F5365,P0420,催化转化器效率低,宝马3系,35724,2025-10-11 16:01
F5366,P0299,涡轮增压器压力不足,福特蒙迪欧,110816,2024-02-05 10:16
F5367,C0121,刹车压力传感器信号异常,吉利星越L,63356,2024-01-10 15:21
F5368,B0081,主驾驶安全带传感器故障,奥迪A4L,77611,2024-08-27 16:52
F5369,P0521,机油压力传感器电路范围故障,长城哈弗H6,31681,2025-05-29 15:49
F5370,C0561,ABS系统控制模块故障,奔驰C级,66515,2025-01-07 12:52
F5371,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,104608,2025-11-10 12:50
F5372,B0100,空气囊控制模块故障,大众帕萨特,64045,2025-03-26 15:19
F5373,P0122,节气门位置传感器电压低,本田CR-V,23059,2025-06-20 09:10
F5374,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,81064,2025-01-09 14:13
F5375,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,148635,2025-05-07 17:25
F5376,B0200,右前安全气囊传感器故障,奥迪Q5L,132279,2025-01-26 12:36
F5377,P0606,ECM内部控制模块处理器故障,福特锐界,22253,2024-06-20 09:14
F5378,C0051,右后轮速传感器电路故障,吉利博越,121192,2024-10-18 13:25
F5379,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,81837,2025-02-26 11:13
F5380,P0113,进气温度传感器电压高,奔驰E级,27509,2025-01-21 16:13
F5381,P0301,1缸失火，发动机抖动,丰田卡罗拉,51151,2024-05-16 14:56
F5382,C0045,右前轮速传感器故障,大众朗逸,117684,2024-11-11 11:52
F5383,P0171,燃油系统过稀,本田思域,129966,2025-03-06 09:27
F5384,B1234,空调压缩机不工作,比亚迪汉,35937,2024-11-01 14:20
F5385,P0420,催化转化器效率低,宝马3系,95002,2025-03-19 11:58
